Dni_Aseg_Anonymized;Asegurado_Id_Anonymized;Poliza_Certificado_Id_Anonymized;Numero_Poliza_Anonymized;Placa_Vehiculo_Anonymized;Edad_Cliente;segmento_edad;Sexo_Cd;Estado_Civil_Desc;Ciudad_Cliente;Departamento_Cliente;Sector_Economico_Cliente;Rango_Ingresos_Cliente;Antiguedad_Cliente_En_CanalDD_Anios;Num_Total_Polizas_Cliente_CanalDD;Fecha_Inicio_Primera_Vigencia;Fecha_Fin_Efectiva_Poliza;Vigencia_Total_Poliza_Meses;Subproducto_Desc;Forma_Pago_Desc;Valor_Accesorios_Certificado;Ultima_Prima_Anualizada_Cert;Clase_Vehiculo_Tarifa;Marca_Vehiculo_Calculada;Linea_Vehiculo_Calculada;Modelo_Vehiculo;Gama_Alta_Calculada;Valor_Comercial_Vehiculo;Valor_Accesorios_Vehiculo_Sia;Valor_Accesorio_Especial_Veh;Ciudad_Ubicacion_Vehiculo;Departamento_Ubicacion_Vehiculo;Tipo_Servicio_Vehiculo_Desc;Prima_Total_Devengada_Certificado;Siniestros_Total_Incurridos_Certificado;Margen_Tecnico_Total_Certificado;Num_Total_Asistencias_Certificado;Costo_Total_Asistencias_Certificado;Margen_Bruto_Total_Certificado;Cliente_Tiene_Soat_Activo;Cliente_Tiene_Hogar_Activo;Cliente_Tiene_MasVida_Activo;Cliente_Tiene_Salud_Activo;Cliente_Tiene_Vida_Activo;Nombre_Agente_Anonymized
C0-FC-43-F8;72-2D-2D-57;E0-20-3D-EE;B5-E0-62-60;83-06-81-5C;42;Adulto Joven;M;UNION LIBRE;CANDELARIA;VALLE DEL CAUCA;SERVICIOS SOCIALES Y DE SALUD;Sin Informacion;1,55;1;19/10/2023;19/08/2024;10;PLAN MOTOS;Mensual;420.000,00;1.095.155,00;MOTO 125 - 250 CC ;YAMAHA;OTRAS;2.024;NO;10.600.000,00;420.000,00;0;CANDELARIA;VALLE DEL CAUCA;Particular;766.495,10;0;766.495,10;3;414.305,00;352.190,10;0;0;0;0;1;1D-A0-23-D2
FD-2E-33-2F;D5-09-F8-71;1E-84-D4-DA;FE-9A-37-C7;48-A5-D6-72;37;Adulto Joven;M;SOLTERO(A);GUARNE;ANTIOQUIA;FABRICACION DE PRODUCTOS DE CAUCHO Y DE PLASTICO;1'200.001 - 3'000.000;1,31;1;16/01/2024;16/08/2024;7;PLAN MOTOS;Mensual;120.000,00;1.461.178,00;MOTO > 250 CC;BAJAJ;DOMINARD400;2.023;NO;16.300.000,00;120.000,00;0;GUARNE;ANTIOQUIA;Particular;712.751,98;0;712.751,98;0;0;712.751,98;0;0;0;0;1;1D-A0-23-D2
71-79-78-3A;7B-86-6A-8F;7F-3A-10-4B;67-DB-A4-3F;09-7F-11-8B;29;Joven;F;SOLTERO(A);MEDELLIN;ANTIOQUIA;EXPLOTACION DE MINERALES NO METALICOS;Sin Informacion;1,87;1;24/06/2023;24/10/2023;4;PLAN MOTOS;Mensual;0;1.365.387,00;MOTO 125 - 250 CC ;YAMAHA;GPD150ANMAX;2.020;NO;13.100.000,00;0;0;MEDELLIN;ANTIOQUIA;Particular;383.509,09;0;383.509,09;0;0;383.509,09;0;0;0;0;0;1D-A0-23-D2
23-7F-A3-16;2B-65-90-F6;DD-88-93-C4;FD-C0-50-17;C9-E6-EB-18;28;Joven;F;UNION LIBRE;PADILLA;CAUCA;SERVICIOS SOCIALES Y DE SALUD;Sin Informacion;1,93;2;15/06/2023;15/06/2023;0;PLAN AUTO CLASICO;Mensual;0;2.315.632,00;AUTOMOVILES;RENAULT;KWID;2.020;NO;41.700.000,00;0;0;CALI;VALLE DEL CAUCA;Particular;0;0;0;0;0;0;0;0;0;1;0;1D-A0-23-D2
87-4D-35-CE;66-49-DC-3A;6A-50-31-D0;58-37-45-26;75-D4-23-D5;64;Adulto;M;Sin Informacion;CALI;VALLE DEL CAUCA;Sin Información;Sin Informacion;1,02;1;30/04/2024;30/04/2026;24;PLAN AUTO BASICO;Mensual;0;1.107.021,00;AUTOMOVILES;NISSAN;VERSA;2.015;NO;37.400.000,00;0;0;CALI;VALLE DEL CAUCA;Particular;1.257.332,09;0;1.257.332,09;0;0;1.257.332,09;0;0;0;0;0;1D-A0-23-D2
3E-AE-69-32;93-16-BF-A7;74-25-AE-1D;9F-BB-8D-E0;68-07-DF-E8;32;Adulto Joven;M;SOLTERO(A);BARRANQUILLA;ATLANTICO;Sin Información;Sin Informacion;0,94;1;29/05/2024;29/05/2025;12;PLAN MOTOS;Mensual;0;909.939,00;MOTO 0- 125 CC;AKT;AK125CR4EIII;2.025;NO;6.700.000,00;0;0;BARRANQUILLA;ATLANTICO;Particular;776.279,23;0;776.279,23;0;0;776.279,23;1;0;0;0;1;1D-A0-23-D2
EB-8C-1D-82;59-70-EC-A7;F7-EE-FD-80;98-F7-3C-F1;E5-2F-38-F1;30;Joven;M;SOLTERO(A);ITAGUI;ANTIOQUIA;SERVICIOS SOCIALES Y DE SALUD;1 - 1'200.000;1,04;1;24/04/2024;24/04/2026;24;PLAN AUTO BASICO;Mensual;0;1.844.164,00;AUTOMOVILES;CHEVROLET;CORSA;2.004;NO;14.600.000,00;0;0;ITAGUI;ANTIOQUIA;Particular;1.404.123,10;0;1.404.123,10;0;0;1.404.123,10;0;0;0;0;1;1D-A0-23-D2
81-CB-14-2D;80-71-14-03;04-F6-19-54;63-7A-9B-59;BC-DE-85-9A;28;Joven;M;Sin Informacion;MEDELLIN;ANTIOQUIA;SUMINISTRO DE ELECTRICIDAD, GAS Y AGUA SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AGUA CALIENTE;1'200.001 - 3'000.000;1;1;7/05/2024;7/05/2025;12;PLAN MOTOS;Mensual;0;3.157.780,00;MOTO > 250 CC;YAMAHA;XT;2.011;NO;24.300.000,00;0;0;MEDELLIN;ANTIOQUIA;Particular;2.831.106,08;0;2.831.106,08;2;121.793,00;2.709.313,08;0;0;0;0;0;1D-A0-23-D2
B3-80-85-24;E2-39-46-0B;4A-53-C1-29;C0-0C-D6-31;4D-74-7C-A1;45;Adulto Joven;M;SOLTERO(A);MEDELLIN;ANTIOQUIA;SERVICIOS SOCIALES Y DE SALUD;Sin Informacion;0,22;1;18/02/2025;18/02/2026;12;Plan Autos Básico Pérdidas Totales;Semestral;2.630.000,00;4.026.768,00;CAMPEROS Y PICK-UP;FORD;F;2.016;NO;134.200.000,00;2.630.000,00;0;MEDELLIN;ANTIOQUIA;Particular;647.267,97;0;647.267,97;0;0;647.267,97;1;0;1;0;1;1D-A0-23-D2
29-8A-0D-E2;20-6B-46-FD;47-67-5C-42;A2-C7-31-DF;E4-62-D7-2B;31;Joven;M;Sin Informacion;MEDELLIN;ANTIOQUIA;Sin Información;Sin Informacion;1,67;2;6/09/2023;6/09/2025;24;PLAN MOTOS;Mensual;0;1.646.918,00;MOTO > 250 CC;AUTECO;BAJAJ;2.019;NO;12.000.000,00;?;0;MEDELLIN;ANTIOQUIA;Particular;2.198.998,54;0;2.198.998,54;2;314.249,00;1.884.749,54;0;0;0;0;0;1D-A0-23-D2
FB-E1-7D-18;B4-40-F7-6F;C1-A8-71-7F;03-0D-DB-E2;26-97-A0-54;30;Joven;M;Sin Informacion;CUCUTA;NORTE DE SANTANDER;SERVICIOS SOCIALES Y DE SALUD;Sin Informacion;0,98;1;14/05/2024;14/02/2025;9;PLAN MOTOS;Mensual;150.000,00;956.035,00;MOTO 0- 125 CC;AKT;AK;2.024;NO;4.800.000,00;150.000,00;0;CUCUTA;NORTE DE SANTANDER;Particular;613.796,31;0;613.796,31;0;0;613.796,31;0;0;0;0;1;1D-A0-23-D2
5A-6A-B9-F8;F1-37-01-EC;62-A8-6C-6F;41-7C-8B-70;63-B9-F0-6D;37;Adulto Joven;M;Sin Informacion;BOGOTA D.C.;BOGOTA D.C.;Sin Información;MAS DE 5'000.000;1,44;1;28/11/2023;28/11/2025;24;PLAN AUTO GLOBAL;Mensual;0;6.359.164,00;CAMPEROS Y PICK-UP;VOLVO;C40;2.024;SI;285.200.000,00;?;0;BOGOTA D.C.;BOGOTA D.C.;Particular;8.335.375,69;0;8.335.375,69;0;0;8.335.375,69;1;0;0;0;0;1D-A0-23-D2
5B-8E-38-9F;B3-67-30-EA;39-89-C7-17;90-26-43-75;71-75-E7-D9;35;Adulto Joven;M;Sin Informacion;BOGOTA D.C.;BOGOTA D.C.;Sin Información;1 - 1'200.000;0,32;1;13/01/2025;13/01/2026;12;PLAN MOTOS;Mensual;80.000,00;752.738,00;MOTO 125 - 250 CC ;SUZUKI;OTRAS;2.024;NO;15.000.000,00;80.000,00;0;ARMENIA;QUINDIO;Particular;190.047,07;0;190.047,07;0;0;190.047,07;0;0;0;0;1;1D-A0-23-D2
07-8C-0A-03;99-D4-0E-46;CA-20-48-34;EF-27-61-9B;A3-29-B9-25;32;Adulto Joven;F;SOLTERO(A);BOGOTA D.C.;BOGOTA D.C.;FABRICACION DE SUSTANCIAS Y PRODUCTOS QUIMICOS;Sin Informacion;5,56;2;20/12/2023;20/12/2025;24;PLAN AUTO CLASICO;Mensual;0;1.940.181,00;AUTOMOVILES;SUZUKI;SWIFT;2.022;NO;57.400.000,00;0;0;BOGOTA D.C.;BOGOTA D.C.;Particular;2.309.956,45;0;2.309.956,45;1;57.121,00;2.252.835,45;0;0;0;0;1;1D-A0-23-D2
3A-B6-B0-6F;5A-35-D3-BA;CF-3B-A9-C8;32-33-D6-A3;25-7F-A0-7E;31;Joven;F;SOLTERO(A);BOGOTA D.C.;BOGOTA D.C.;Sin Información;Sin Informacion;1,15;1;15/03/2024;15/03/2026;24;PLAN MOTOS;Mensual;0;988.612,00;MOTO 0- 125 CC;AKT;AK;2.024;NO;5.200.000,00;0;0;BOGOTA D.C.;BOGOTA D.C.;Particular;1.028.333,35;0;1.028.333,35;0;0;1.028.333,35;0;0;0;0;0;1D-A0-23-D2
5F-04-07-12;90-3C-91-5C;BE-27-37-A2;F4-DC-DF-82;98-E4-EF-69;43;Adulto Joven;M;Sin Informacion;CAICEDONIA;VALLE DEL CAUCA;Sin Información;Sin Informacion;1,33;1;10/01/2024;10/01/2026;24;PLAN AUTO CLASICO;Trimestral;0;2.504.021,00;AUTOMOVILES;RENAULT;LOGAN;2.017;NO;34.600.000,00;230.000,00;0;CAICEDONIA;VALLE DEL CAUCA;Particular;3.267.688,07;0;3.267.688,07;0;0;3.267.688,07;0;0;0;0;1;1D-A0-23-D2
56-7D-87-77;39-73-38-EA;FC-13-A2-6A;04-C9-41-CF;A3-60-58-26;41;Adulto Joven;M;CASADO(A);MEDELLIN;ANTIOQUIA;"COMERCIO AL POR MENOR, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS; REPARACION DE EFECTOS PERSONALES Y ENSERES DOMESTICOS";Sin Informacion;1,23;1;14/02/2024;14/02/2026;24;PLAN AUTO CLASICO;Mensual;1.375.000,00;2.384.401,00;AUTOMOVILES;CHEVROLET;AVEO;2.010;NO;24.800.000,00;0;0;MEDELLIN;ANTIOQUIA;Particular;1.932.620,23;0;1.932.620,23;2;501.293,00;1.431.327,23;1;0;0;0;0;1D-A0-23-D2
2A-CC-1B-75;B6-38-91-44;47-C6-AC-AF;12-E4-08-BF;1D-93-90-73;23;Joven;M;Sin Informacion;MEDELLIN;ANTIOQUIA;"TRANSPORTE, ALMACENAMIENTO Y COMUNICACIONES TRANSPORTE POR VIA TERRESTRE; TRANSPORTE POR TUBERIAS";Sin Informacion;1,34;1;4/01/2024;4/01/2024;0;PLAN MOTOS;Mensual;0;1.884.834,00;MOTO 0- 125 CC;BAJAJ;CT100ESSPOKE;2.024;NO;4.400.000,00;?;?;MEDELLIN;ANTIOQUIA;Particular;-3;0;-3;0;0;-3;0;0;0;0;0;1D-A0-23-D2
A3-80-CC-CF;17-F2-EC-07;BC-F3-E7-85;83-20-3F-0F;84-E2-C2-BB;58;Adulto;M;UNION LIBRE;BOGOTA D.C.;BOGOTA D.C.;"TRANSPORTE, ALMACENAMIENTO Y COMUNICACIONES TRANSPORTE POR VIA TERRESTRE; TRANSPORTE POR TUBERIAS";1 - 1'200.000;1,25;1;8/02/2024;8/02/2026;24;PLAN MOTOS;Mensual;174.258,00;573.897,00;MOTO 0- 125 CC;AKT;AK125RL;2.020;NO;3.900.000,00;0;0;BOGOTA D.C.;BOGOTA D.C.;Particular;639.641,36;0;639.641,36;5;556.736,00;82.905,36;0;0;0;0;0;1D-A0-23-D2
86-1E-CC-F9;08-60-34-C4;38-79-B3-5D;14-04-55-23;B4-8C-02-7D;55;Adulto;F;Sin Informacion;SAN PEDRO;ANTIOQUIA;"COMERCIO AL POR MENOR, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS; REPARACION DE EFECTOS PERSONALES Y ENSERES DOMESTICOS";Sin Informacion;1,43;1;1/12/2023;1/12/2025;24;PLAN AUTO GLOBAL;Anual;0;5.380.318,00;CAMPEROS Y PICK-UP;KIA;OTRAS;2.024;NO;127.400.000,00;?;0;SAN PEDRO;ANTIOQUIA;Particular;7.558.438,95;0;7.558.438,95;0;0;7.558.438,95;0;0;0;0;1;1D-A0-23-D2
AC-33-91-EC;20-6A-69-72;97-74-3B-CC;7E-52-E3-26;01-7F-E5-A3;30;Joven;M;Sin Informacion;NEIVA;HUILA;Sin Información;Sin Informacion;0,27;1;31/01/2025;31/01/2026;12;PLAN MOTOS;Anual;0;1.072.755,00;MOTO > 250 CC;HONDA;OTRAS;2.024;NO;17.400.000,00;0;0;NEIVA;HUILA;Particular;269.962,93;0;269.962,93;0;0;269.962,93;1;0;0;0;0;1D-A0-23-D2
2E-0A-4B-0B;6C-EF-23-B7;FA-EC-19-B7;AE-3A-F5-C4;00-42-B0-57;38;Adulto Joven;F;Sin Informacion;ARMENIA;QUINDIO;HOTELES Y RESTAURANTES HOTELES, RESTAURANTES, BARES Y SIMILARES;1 - 1'200.000;1,17;1;7/03/2024;6/04/2024;0,97;PLAN AUTO BASICO;Mensual;0;1.245.266,00;AUTOMOVILES;CHEVROLET;SPARK GT;2.016;NO;33.100.000,00;?;0;ARMENIA;QUINDIO;Particular;86.003,00;0;86.003,00;0;0;86.003,00;0;0;0;0;0;1D-A0-23-D2
49-A6-3B-31;16-AC-81-C7;CD-5C-DC-86;3D-57-75-FC;51-6B-5D-F1;34;Adulto Joven;M;SOLTERO(A);ZIPAQUIRA;CUNDINAMARCA;Sin Información;Sin Informacion;1,35;1;30/12/2023;30/01/2024;1;PLAN MOTOS;Trimestral;0;1.192.106,00;MOTO 125 - 250 CC ;SUZUKI;OTRAS;2.023;NO;15.200.000,00;0;0;ZIPAQUIRA;CUNDINAMARCA;Particular;85.078,99;0;85.078,99;0;0;85.078,99;0;0;0;0;1;1D-A0-23-D2
AC-84-94-4B;CF-49-9C-10;EA-7E-D6-B8;6A-AB-B5-55;80-43-8D-55;34;Adulto Joven;F;Sin Informacion;MOSQUERA;CUNDINAMARCA;"COMERCIO AL POR MAYOR Y EN COMISION O POR CONTRATA, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTOTRES Y MOTOCICLETAS; MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO";1'200.001 - 3'000.000;1,65;1;13/09/2023;13/09/2025;24;PLAN AUTO CLASICO;Mensual;0;2.225.930,00;CAMPEROS Y PICK-UP;FORD;ECOSPORT;2.015;NO;44.300.000,00;0;0;MOSQUERA;CUNDINAMARCA;Particular;3.131.083,58;0;3.131.083,58;0;0;3.131.083,58;0;0;0;0;0;1D-A0-23-D2
24-14-48-85;8E-CB-B6-7A;E3-44-D9-70;92-97-79-B8;99-00-30-7F;32;Adulto Joven;F;Sin Informacion;BOGOTA D.C.;BOGOTA D.C.;"TRANSPORTE, ALMACENAMIENTO Y COMUNICACIONES TRANSPORTE POR VIA TERRESTRE; TRANSPORTE POR TUBERIAS";Sin Informacion;2,78;3;25/11/2024;25/11/2025;12;PLAN AUTO CLASICO;Mensual;0;3.265.279,00;AUTOMOVILES;VOLKSWAGEN;JETTA;2.011;NO;39.700.000,00;0;0;BOGOTA D.C.;BOGOTA D.C.;Particular;1.279.227,11;0;1.279.227,11;0;0;1.279.227,11;1;0;0;0;0;1D-A0-23-D2
2B-E9-C3-0E;04-06-B6-58;F8-EC-5B-57;A6-F9-47-5E;48-D7-FE-26;33;Adulto Joven;M;SOLTERO(A);MEDELLIN;ANTIOQUIA;Sin Información;Sin Informacion;2,15;3;15/06/2023;15/06/2023;0;PLAN AUTO BASICO;Mensual;0;1.273.094,00;AUTOMOVILES;FORD;FIESTA;2.015;NO;39.200.000,00;0;0;MEDELLIN;ANTIOQUIA;Particular;-0,02;0;-0,02;3;73.122,00;-73.122,02;0;0;0;0;1;1D-A0-23-D2
D6-49-5D-20;DA-03-FE-D7;7F-6E-C2-D3;B6-E9-44-9B;B0-AE-2D-3A;47;Adulto Joven;F;CASADO(A);BOGOTA D.C.;BOGOTA D.C.;"COMERCIO AL POR MAYOR Y EN COMISION O POR CONTRATA, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTOTRES Y MOTOCICLETAS; MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO";Sin Informacion;1,95;1;26/05/2023;26/06/2023;1;PLAN AUTO CLASICO;Mensual;0;2.238.203,00;AUTOMOVILES;KIA;RIO;2.015;NO;41.500.000,00;0;0;BARRANQUILLA;ATLANTICO;Particular;159.742,00;0;159.742,00;0;0;159.742,00;0;0;0;0;1;1D-A0-23-D2
D0-3B-F0-23;7C-98-C5-22;31-29-CB-ED;7B-72-B8-4B;41-29-E7-D8;61;Adulto;M;SOLTERO(A);ENVIGADO;ANTIOQUIA;Sin Información;1'200.001 - 3'000.000;5,35;3;16/08/2023;16/08/2025;24;PLAN AUTO CLASICO;Anual;0;3.110.127,00;AUTOMOVILES;HYUNDAI;ACCENT;2.013;NO;33.500.000,00;554.000,00;0;MEDELLIN;ANTIOQUIA;Particular;4.420.652,19;-6.225.926,00;10.646.578,19;1;169.735,00;10.476.843,19;0;0;0;0;0;1D-A0-23-D2
AD-AF-E3-0C;FD-71-16-03;F1-A5-EF-1F;09-B8-BF-B0;95-D7-27-A4;36;Adulto Joven;F;SOLTERO(A);MEDELLIN;ANTIOQUIA;HOTELES Y RESTAURANTES HOTELES, RESTAURANTES, BARES Y SIMILARES;Sin Informacion;1,24;1;10/02/2024;10/02/2026;24;PLAN MOTOS;Mensual;220.000,00;888.831,00;MOTO 0- 125 CC;KYMCO;AGILITYGO;2.021;NO;6.600.000,00;?;0;MEDELLIN;ANTIOQUIA;Particular;1.015.370,40;0;1.015.370,40;0;0;1.015.370,40;0;0;0;0;0;1D-A0-23-D2
26-72-2F-27;15-CE-17-BF;4E-56-DB-30;08-FB-8B-6E;89-46-62-0E;43;Adulto Joven;M;Sin Informacion;MEDELLIN;ANTIOQUIA;FABRICACION DE PRODUCTOS TEXTILES;Sin Informacion;5,22;2;8/05/2024;8/05/2026;24;PLAN MOTOS;Semestral;0;1.438.194,00;MOTO 125 - 250 CC ;HONDA;OTRAS;2.024;NO;14.600.000,00;?;0;MEDELLIN;ANTIOQUIA;Particular;1.423.169,98;0;1.423.169,98;0;0;1.423.169,98;0;0;0;0;1;1D-A0-23-D2
59-C7-25-5E;28-F2-48-DC;43-94-16-1A;22-C5-82-C8;B4-09-7F-60;42;Adulto Joven;M;SOLTERO(A);BUCARAMANGA;SANTANDER;OTRAS ACTIVIDADES EMPRESARIALES;Sin Informacion;1,17;1;4/03/2024;4/03/2026;24;PLAN MOTOS;Mensual;0;999.200,00;MOTO 125 - 250 CC ;SUZUKI;OTRAS;2.025;NO;14.500.000,00;?;0;BUCARAMANGA;SANTANDER;Particular;1.110.054,37;0;1.110.054,37;0;0;1.110.054,37;0;0;0;0;1;1D-A0-23-D2
24-B7-65-57;4A-F9-12-94;2F-D2-9B-CA;4C-C4-75-D1;6A-87-69-73;47;Adulto Joven;M;CASADO(A);ITAGUI;ANTIOQUIA;Sin Información;Sin Informacion;1,76;1;5/08/2023;5/08/2025;24;PLAN MOTOS;Semestral;0;871.270,00;MOTO 125 - 250 CC ;YAMAHA;FZN150D6FZS;2.022;NO;12.100.000,00;0;0;BELLO;ANTIOQUIA;Particular;1.534.898,02;0;1.534.898,02;0;0;1.534.898,02;1;0;0;0;1;1D-A0-23-D2
D7-C7-83-1B;D0-6F-FC-C9;F5-A5-73-B2;FD-2E-2F-4A;A3-FD-A3-B1;27;Joven;F;SOLTERO(A);MANIZALES;CALDAS;Sin Información;Sin Informacion;1,71;1;23/08/2023;18/09/2023;0,84;PLAN AUTO CLASICO;Mensual;0;4.289.919,00;AUTOMOVILES;MAZDA;OTRAS;2.024;NO;92.900.000,00;?;0;MANIZALES;CALDAS;Particular;256.794,03;0;256.794,03;1;52.337,00;204.457,03;0;0;0;0;0;1D-A0-23-D2
1F-4F-F5-1E;44-0E-C0-AD;A0-CB-07-EA;56-68-1A-27;72-8A-FA-58;30;Joven;M;Sin Informacion;BOGOTA D.C.;BOGOTA D.C.;Sin Información;Sin Informacion;0,12;1;25/03/2025;25/03/2026;12;PLAN MOTOS;Mensual;0;1.768.340,00;MOTO > 250 CC;AUTECO;OTRAS;2.023;NO;17.300.000,00;?;0;BOGOTA D.C.;BOGOTA D.C.;Particular;196.961,05;0;196.961,05;0;0;196.961,05;0;0;0;0;1;1D-A0-23-D2
7D-8B-56-08;F1-46-59-D9;F5-8A-9D-5B;03-84-65-88;76-C7-1D-E7;53;Adulto;F;SOLTERO(A);GIRARDOTA;ANTIOQUIA;Sin Información;Sin Informacion;0,46;1;21/11/2024;21/11/2025;12;PLAN AUTO GLOBAL;Mensual;230.000,00;5.678.748,00;CAMPEROS Y PICK-UP;TOYOTA;PRADO;2.007;NO;73.200.000,00;230.000,00;0;GIRARDOTA;ANTIOQUIA;Particular;2.226.138,21;0;2.226.138,21;0;0;2.226.138,21;0;0;0;1;0;1D-A0-23-D2
CF-D6-13-16;D5-5F-43-02;7E-AD-61-B7;02-33-E1-68;CF-10-10-50;54;Adulto;M;VIUDO(A);MEDELLIN;ANTIOQUIA;"TRANSPORTE, ALMACENAMIENTO Y COMUNICACIONES TRANSPORTE POR VIA TERRESTRE; TRANSPORTE POR TUBERIAS";Sin Informacion;1,7;1;25/08/2023;25/08/2025;24;PLAN AUTO CLASICO;Mensual;0;1.804.123,00;AUTOMOVILES;HYUNDAI;GETZ;2.011;NO;26.400.000,00;2.030.000,00;0;ARMENIA;QUINDIO;Particular;2.864.937,45;0;2.864.937,45;0;0;2.864.937,45;1;0;0;0;0;1D-A0-23-D2
47-0C-85-9C;D1-57-EB-01;AD-90-FC-CB;E0-EC-73-F5;21-9C-22-7F;41;Adulto Joven;M;Sin Informacion;CALI;VALLE DEL CAUCA;CORREO Y TELECOMUNICACIONES;Sin Informacion;1,9;2;11/09/2023;12/12/2023;3,03;PLAN MOTOS;Mensual;120.000,00;828.127,00;MOTO 125 - 250 CC ;BAJAJ;PULSARNS200FI;2.023;NO;10.500.000,00;120.000,00;0;PEREIRA;RISARALDA;Particular;175.407,05;0;175.407,05;0;0;175.407,05;1;0;0;0;1;1D-A0-23-D2
32-86-2E-A5;AB-AC-60-4A;B8-14-5A-D7;FF-B7-97-C5;8E-6A-AD-C1;54;Adulto;M;Sin Informacion;BOGOTA D.C.;BOGOTA D.C.;"COMERCIO AL POR MENOR, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS; REPARACION DE EFECTOS PERSONALES Y ENSERES DOMESTICOS";Sin Informacion;1,36;2;29/12/2023;29/05/2024;5;PLAN AUTO CLASICO;Mensual;230.000,00;1.373.151,00;CAMPEROS Y PICK-UP;FORD;OTRAS;2.019;NO;90.200.000,00;230.000,00;0;BOGOTA D.C.;BOGOTA D.C.;Particular;715.103,08;0;715.103,08;5;367.522,00;347.581,08;0;0;0;0;0;1D-A0-23-D2
FB-F8-8D-71;6F-12-D4-B9;6F-7D-6D-E4;52-CF-54-CA;54-3F-A5-4B;34;Adulto Joven;M;UNION LIBRE;MARINILLA;ANTIOQUIA;INFORMATICA Y ACTIVIDADES CONEXAS;1 - 1'200.000;7,37;2;2/02/2024;4/03/2024;1,06;PLAN MOTOS;Mensual;0;661.728,00;MOTO 125 - 250 CC ;AKT;AK200TTR;2.021;NO;7.100.000,00;0;0;MEDELLIN;ANTIOQUIA;Particular;45.705,02;0;45.705,02;0;0;45.705,02;0;0;0;0;0;1D-A0-23-D2
67-91-EB-83;16-14-72-19;BC-AB-09-4A;C3-7D-07-D3;26-B1-A9-CE;52;Adulto;M;UNION LIBRE;CALI;VALLE DEL CAUCA;OTRAS ACTIVIDADES EMPRESARIALES;Sin Informacion;1,23;1;16/02/2024;17/09/2024;7,03;PLAN MOTOS;Mensual;0;423.245,00;MOTO 125 - 250 CC ;HONDA;XR;2.016;NO;8.700.000,00;0;0;CALI;VALLE DEL CAUCA;Particular;207.555,14;0;207.555,14;0;0;207.555,14;1;0;0;0;0;1D-A0-23-D2
42-37-32-5A;35-49-39-B8;D7-E0-FF-46;14-CE-75-F5;0E-53-6A-D4;28;Joven;F;Sin Informacion;BOGOTA D.C.;BOGOTA D.C.;ACTIVIDADES DE ESPARCIMIENTO Y ACTIVIDADES CULTURALES Y DEPORTIVAS;Sin Informacion;1,58;1;7/10/2023;7/10/2025;24;PLAN AUTO CLASICO;Mensual;0;3.710.631,00;AUTOMOVILES;FORD;FIESTA;2.011;NO;27.000.000,00;0;0;BOGOTA D.C.;BOGOTA D.C.;Particular;4.537.603,52;0;4.537.603,52;9;481.270,00;4.056.333,52;0;0;0;0;0;1D-A0-23-D2
37-B6-FA-3A;B9-37-71-74;F6-C3-97-C5;31-AF-26-C1;38-13-B6-C3;45;Adulto Joven;M;CASADO(A);CARTAGENA;BOLIVAR;Sin Información;MAS DE 5'000.000;1,43;1;1/12/2023;1/12/2025;24;PLAN AUTO CLASICO;Anual;0;4.724.663,00;CAMPEROS Y PICK-UP;TOYOTA;FORTUNER;2.023;NO;215.600.000,00;?;0;CARTAGENA;BOLIVAR;Particular;4.378.899,99;0;4.378.899,99;0;0;4.378.899,99;1;0;0;0;0;1D-A0-23-D2
C9-A3-40-6C;1E-56-D6-94;3E-13-38-15;A8-DA-D3-98;E3-F6-A4-E7;34;Adulto Joven;M;Sin Informacion;IBAGUE;TOLIMA;Sin Información;Sin Informacion;1,59;1;4/10/2023;4/10/2025;24;PLAN MOTOS;Mensual;0;780.871,00;MOTO 125 - 250 CC ;YAMAHA;FZN150D6FZS;2.023;NO;10.100.000,00;0;0;IBAGUE;TOLIMA;Particular;1.149.515,86;0;1.149.515,86;0;0;1.149.515,86;1;0;0;0;0;1D-A0-23-D2
61-B3-78-5C;C4-DB-9D-1C;E6-04-54-F2;CD-4C-12-E8;8C-5C-A3-7D;22;Joven;M;Sin Informacion;BARRANQUILLA;ATLANTICO;Sin Información;Sin Informacion;1,05;1;19/04/2024;19/04/2026;24;PLAN MOTOS;Mensual;130.000,00;1.039.984,00;MOTO 0- 125 CC;TVS;OTRAS;2.024;NO;5.900.000,00;130.000,00;0;BARRANQUILLA;ATLANTICO;Particular;1.094.451,27;0;1.094.451,27;0;0;1.094.451,27;0;0;0;0;1;1D-A0-23-D2
